Date,crude_price,sp_500,vix,usd,libya_oil_production,kazak_oil_production,qatar_oil_production,iran_oil_production,kuwait_oil_production,uae_oil_production,saudi_oil_production,iraq_oil_production,world_oil_consumption,usa_oil_production
2002-04-01,26.860000610351562,1144.5,18.729999542236328,118.19000244140625,1383183.5479,972101.1616,694246.5753,3248200.0,1745865.7534,1930000.0,7090000.0,1823000.0,43650.734,5844000.0
2002-04-02,27.700000762939453,1138.5,19.15999984741211,118.23999786376953,1383183.5479,972101.1616,694246.5753,3248200.0,1745865.7534,1930000.0,7090000.0,1823000.0,43650.734,5844000.0
2002-04-03,27.559999465942383,1130.25,20.200000762939453,118.0,1383183.5479,972101.1616,694246.5753,3248200.0,1745865.7534,1930000.0,7090000.0,1823000.0,43650.734,5844000.0
2002-04-04,26.68000030517578,1126.0,19.780000686645508,118.29000091552734,1383183.5479,972101.1616,694246.5753,3248200.0,1745865.7534,1930000.0,7090000.0,1823000.0,43650.734,5844000.0
2002-04-05,26.219999313354492,1125.5,19.1299991607666,118.05999755859375,1383183.5479,972101.1616,694246.5753,3248200.0,1745865.7534,1930000.0,7090000.0,1823000.0,43650.734,5844000.0
2002-04-06,27.004000091552733,1132.95,19.4,118.15599975585937,1383183.5479,972101.1616,694246.5753,3248200.0,1745865.7534,1930000.0,7090000.0,1823000.0,43650.734,5844000.0
2002-04-07,27.004000091552733,1132.95,19.4,118.15599975585937,1383183.5479,972101.1616,694246.5753,3248200.0,1745865.7534,1930000.0,7090000.0,1823000.0,43650.734,5844000.0
2002-05-01,26.739999771118164,1088.25,20.059999465942383,114.79000091552734,1383183.5479,972101.1616,694246.5753,3248200.0,1745865.7534,1930000.0,7090000.0,1823000.0,43650.734,5905000.0
2002-05-02,26.350000381469727,1084.75,20.06999969482422,115.0999984741211,1383183.5479,972101.1616,694246.5753,3248200.0,1745865.7534,1930000.0,7090000.0,1823000.0,43650.734,5905000.0
2002-05-03,26.719999313354492,1073.0,20.190000534057617,113.87000274658203,1383183.5479,972101.1616,694246.5753,3248200.0,1745865.7534,1930000.0,7090000.0,1823000.0,43650.734,5905000.0
2002-05-04,26.92400016784668,1077.4,21.255999755859374,114.85800018310547,1383183.5479,972101.1616,694246.5753,3248200.0,1745865.7534,1930000.0,7090000.0,1823000.0,43650.734,5905000.0
2002-05-05,26.92400016784668,1077.4,21.255999755859374,114.85800018310547,1383183.5479,972101.1616,694246.5753,3248200.0,1745865.7534,1930000.0,7090000.0,1823000.0,43650.734,5905000.0
2002-05-06,26.079999923706055,1051.75,22.559999465942383,113.87000274658203,1383183.5479,972101.1616,694246.5753,3248200.0,1745865.7534,1930000.0,7090000.0,1823000.0,43650.734,5905000.0
2002-05-07,26.6200008392334,1047.5,21.940000534057617,114.18000030517578,1383183.5479,972101.1616,694246.5753,3248200.0,1745865.7534,1930000.0,7090000.0,1823000.0,43650.734,5905000.0
2002-06-01,25.237500190734863,1071.95,20.322499752044678,112.01600036621093,1383183.5479,972101.1616,694246.5753,3248200.0,1745865.7534,1930000.0,7090000.0,1823000.0,43650.734,5884000.0
2002-06-02,25.237500190734863,1071.95,20.322499752044678,112.01600036621093,1383183.5479,972101.1616,694246.5753,3248200.0,1745865.7534,1930000.0,7090000.0,1823000.0,43650.734,5884000.0
2002-06-03,25.110000610351562,1038.5,23.3700008392334,111.37999725341797,1383183.5479,972101.1616,694246.5753,3248200.0,1745865.7534,1930000.0,7090000.0,1823000.0,43650.734,5884000.0
2002-06-04,25.299999237060547,1042.0,23.889999389648438,111.16000366210938,1383183.5479,972101.1616,694246.5753,3248200.0,1745865.7534,1930000.0,7090000.0,1823000.0,43650.734,5884000.0
2002-06-05,24.889999389648438,1050.5,22.610000610351562,111.41000366210938,1383183.5479,972101.1616,694246.5753,3248200.0,1745865.7534,1930000.0,7090000.0,1823000.0,43650.734,5884000.0
2002-06-06,24.93000030517578,1029.5,24.15999984741211,110.87000274658203,1383183.5479,972101.1616,694246.5753,3248200.0,1745865.7534,1930000.0,7090000.0,1823000.0,43650.734,5884000.0
2002-06-07,24.729999542236328,1028.25,23.510000228881836,111.08000183105469,1383183.5479,972101.1616,694246.5753,3248200.0,1745865.7534,1930000.0,7090000.0,1823000.0,43650.734,5884000.0
2002-07-01,26.809999465942383,969.0,27.110000610351562,106.98999786376953,1383183.5479,972101.1616,694246.5753,3248200.0,1745865.7534,1930000.0,7090000.0,1823000.0,43650.734,5751000.0
2002-07-02,26.770000457763672,947.75,28.959999084472656,107.23999786376953,1383183.5479,972101.1616,694246.5753,3248200.0,1745865.7534,1930000.0,7090000.0,1823000.0,43650.734,5751000.0
2002-07-03,26.799999237060547,953.0,29.420000076293945,107.55000305175781,1383183.5479,972101.1616,694246.5753,3248200.0,1745865.7534,1930000.0,7090000.0,1823000.0,43650.734,5751000.0
2002-07-04,26.80999994277954,952.5,27.72249984741211,107.83999633789062,1383183.5479,972101.1616,694246.5753,3248200.0,1745865.7534,1930000.0,7090000.0,1823000.0,43650.734,5751000.0
2002-07-05,26.793333053588867,991.0,27.110000610351562,108.12000274658203,1383183.5479,972101.1616,694246.5753,3248200.0,1745865.7534,1930000.0,7090000.0,1823000.0,43650.734,5751000.0
2002-07-06,26.793333053588867,962.65,28.15000009536743,107.54799957275391,1383183.5479,972101.1616,694246.5753,3248200.0,1745865.7534,1930000.0,7090000.0,1823000.0,43650.734,5751000.0
2002-07-07,26.793333053588867,962.65,28.15000009536743,107.54799957275391,1383183.5479,972101.1616,694246.5753,3248200.0,1745865.7534,1930000.0,7090000.0,1823000.0,43650.734,5751000.0
2002-08-01,26.469999313354492,883.75,36.95000076293945,107.25,1383183.5479,972101.1616,694246.5753,3248200.0,1745865.7534,1930000.0,7090000.0,1823000.0,43650.734,5796000.0
